MCT_YM,MCT_NM,ADDR
폭풍장어이도점_20221028,폭풍장어이도점,제주 제주시 이도이동 1063-1번지
폴 바셋 제주용담DT점_20220330,폴 바셋 제주용담DT점,제주 제주시 용담삼동 2400-10번지 2층
퐁낭집_20170629,퐁낭집,제주 제주시 애월읍 유수암리 1779-1번지 1층
퐁당라면_20210616,퐁당라면,제주 제주시 한경면 판포리 2869-3번지 2층
표선어촌식당_20120106,표선어촌식당,제주 서귀포시 표선면 표선리 40-54번지 표선어촌식당
표선얼큰이와 피자디노 동흥점_20150318,표선얼큰이와 피자디노 동흥점,제주 서귀포시 동홍동 421-2번지
표선얼큰이와피자디노_20070103,표선얼큰이와피자디노,제주 서귀포시 표선면 표선리 611-5번지
표선우동가게_20211018,표선우동가게,제주 서귀포시 표선면 표선리 670-1번지 1층
표선이고집_20200218,표선이고집,제주 서귀포시 표선면 표선리 592번지 1층
푸라닭 제주삼화점_20190627,푸라닭 제주삼화점,제주 제주시 화북일동 1015-1번지 1층
푸라닭신제주점_20180109,푸라닭신제주점,제주 제주시 노형동 939-4번지 영보아파트 103호
푸라닭제주영어교육도시점_20210819,푸라닭제주영어교육도시점,제주 서귀포시 대정읍 보성리 2477번지 138호
푸라닭한라대점_20211108,푸라닭한라대점,제주 제주시 노형동 1551-3번지
푸르곤_20190725,푸르곤,제주 제주시 애월읍 납읍리 1021번지 1층
푸른밤의해안속초식당_20180503,푸른밤의해안속초식당,제주 제주시 해안동 2397번지 1층
푸린_20221107,푸린,제주 제주시 애월읍 애월리 2527-14번지 1층
푸주옥_20091103,푸주옥,제주 제주시 오라일동 1014-3번지
푸주옥노형점_20060801,푸주옥노형점,제주 제주시 노형동 2577-1번지
푸주옥도남점_20170607,푸주옥도남점,제주 제주시 도남동 74번지
풀바셋제주아라DT점_20201230,풀바셋제주아라DT점,제주 제주시 아라이동 2436번지
풀입채진고복식당제주공항점_20201019,풀입채진고복식당제주공항점,제주 제주시 용담이동 2002번지 4층
풍년내장탕해장국_20211018,풍년내장탕해장국,제주 제주시 연동 292-18번지 1층
풍년식당_20151124,풍년식당,제주 서귀포시 동홍동 774-3번지
풍로_20201109,풍로,제주 서귀포시 안덕면 동광리 1602번지 마마뜰노블레스아파트 상가동 2층 2203호
풍미원_20200911,풍미원,제주 제주시 도련일동 1964-2번지 2층
풍양양꼬치_20191203,풍양양꼬치,제주 서귀포시 강정동 208-2번지 1층 103호
풍원_20160415,풍원,제주 제주시 우도면 연평리 2427-1번지 1층
풍전_20100830,풍전,제주 제주시 연동 276-6번지 대경빌딩
풍차와전복_20220614,풍차와전복,제주 제주시 한경면 두모리 2637-7번지 1층
풍천연가풍천장어참숯구이_20170303,풍천연가풍천장어참숯구이,제주 서귀포시 동홍동 1487-4번지 3동
프렌즈스크린이도점앤데미다_20220518,프렌즈스크린이도점앤데미다,제주 제주시 이도이동 55-1번지 1층
플레이스꽃섬_20210208,플레이스꽃섬,제주 제주시 노형동 571-5번지
피슈마라홍탕 서귀포월드컵점_20220928,피슈마라홍탕 서귀포월드컵점,제주 서귀포시 강정동 231-2번지 105호
피슈마라홍탕 서귀포점_20210303,피슈마라홍탕 서귀포점,제주 서귀포시 서귀동 287-1번지 1층
피슈마라홍탕삼양점_20210609,피슈마라홍탕삼양점,제주 제주시 도련일동 1963-1번지 1층
피자베이대정점_20191112,피자베이대정점,제주 서귀포시 대정읍 하모리 870-1번지 1층
피자베이제주점_20200320,피자베이제주점,제주 제주시 이도이동 398-23번지 1층
피자알볼로노형점_20200324,피자알볼로노형점,제주 제주시 노형동 3797-9번지 1층
피자알볼로서귀포점_20191119,피자알볼로서귀포점,제주 서귀포시 동홍동 116-12번지
피자헛 이도점_20221124,피자헛 이도점,제주 제주시 이도이동 1060-14번지 1층
피즈_20200720,피즈,제주 제주시 애월읍 애월리 2481-3번지 1층
피즈노형_20211230,피즈노형,제주 제주시 노형동 3789-3번지 1층 101호
피커스_20210818,피커스,제주 제주시 오등동 613번지 2층
픽스커피_20160422,픽스커피,제주 제주시 아라이동 3009-1번지 1층
핏제리아 필리아 (PIZZERIA Philia)_20201022,핏제리아 필리아 (PIZZERIA Philia),제주 제주시 아라일동 6095-16번지 1층
하겐다즈 제주신화월드점_20210726,하겐다즈 제주신화월드점,제주 서귀포시 안덕면 서광리 산 24번지 지하1층
하귀가마솥순대국_20181011,하귀가마솥순대국,제주 제주시 애월읍 하귀2리 1388-2번지 1층
하귀청마루_20071024,하귀청마루,제주 제주시 애월읍 상귀리 351번지
하나니꾸_20180810,하나니꾸,제주 제주시 이도이동 2041-1번지 그린나래빌 102호
하나로식당_20100805,하나로식당,제주 제주시 건입동 984-36번지 건양빌딩 1층
하나로휴게음식점_20000425,하나로휴게음식점,제주 제주시 일도이동 1번지
하나이자카야_20220204,하나이자카야,제주 제주시 외도일동 527-8번지 1층
하노이식당_20210709,하노이식당,제주 서귀포시 서호동 940-9번지 1층
하늘채가든_20050922,하늘채가든,제주 제주시 오등동 621-5번지
하도댁흑돼지두루치기_20141029,하도댁흑돼지두루치기,제주 제주시 구좌읍 세화리 1424-1번지 1층
하루방보쌈_20090706,하루방보쌈,제주 제주시 삼도이동 3-1번지
하르방밀면_20050609,하르방밀면,제주 서귀포시 대정읍 상모리 3858-6번지
하르방밀면신제주점_20110617,하르방밀면신제주점,제주 제주시 노형동 2514-8번지
하르방짬뽕_20200409,하르방짬뽕,제주 제주시 애월읍 하귀1리 214-4번지 1층
하소로커피_20180607,하소로커피,제주 제주시 한경면 조수리 4007-2번지 1층
하영올레_20160822,하영올레,제주 제주시 연동 252-72번지 월계빌라
하영횟집_20200414,하영횟집,제주 서귀포시 서호동 130-6번지
하원가흑돼지_20190704,하원가흑돼지,제주 서귀포시 하원동 1662-1번지 1층
하이엔드제주_20181031,하이엔드제주,제주 제주시 애월읍 애월리 2550-2번지
하이티파니_20220812,하이티파니,제주 제주시 노형동 719-3번지 9층
하찌_20181228,하찌,제주 서귀포시 호근동 477-4번지
하타나카_20201201,하타나카,제주 제주시 애월읍 하귀1리 1620-5번지 1층
하타나카연동점_20220711,하타나카연동점,제주 제주시 연동 292-57번지 1층
하효소머리국밥_20150423,하효소머리국밥,제주 서귀포시 하효동 142-2번지
한가네흑돼지냉면전문점_20160728,한가네흑돼지냉면전문점,제주 서귀포시 서호동 232-1번지
한경가든_20050304,한경가든,제주 제주시 한경면 고산리 2674번지
한경판포그때그집직영점_20211206,한경판포그때그집직영점,제주 제주시 한경면 판포리 2947-5번지 1층
한국맥도날드(유)서귀포DT점_20130426,한국맥도날드(유)서귀포DT점,제주 서귀포시 서귀동 284-29번지
한국맥도날드(유)제주공항DT점_20150528,한국맥도날드(유)제주공항DT점,제주 제주시 용담이동 1787번지
한국맥도날드(유)제주노형점_20100104,한국맥도날드(유)제주노형점,제주 제주시 노형동 903-5번지
한국맥도날드(유)제주시청점_20120515,한국맥도날드(유)제주시청점,제주 제주시 이도이동 1057-2번지
한국맥도날드(유)제주월드컵스타디움OT점_20150709,한국맥도날드(유)제주월드컵스타디움OT점,제주 서귀포시 안덕면 감산리 1472번지 1층
한국맥도날드(유)제주일도DT점_20140918,한국맥도날드(유)제주일도DT점,제주 제주시 일도이동 369-11번지
한국맥도날드(유)제주중문DT점_20171110,한국맥도날드(유)제주중문DT점,제주 서귀포시 색달동 2558-1번지 색달동
한국맥도날드(유)제주탑동점_20020312,한국맥도날드(유)제주탑동점,제주 제주시 건입동 1442번지
한국맥도날드유한회사 제주도남DT점_20220628,한국맥도날드유한회사 제주도남DT점,제주 제주시 도남동 419번지
한그릇_20120919,한그릇,제주 서귀포시 색달동 2315-1번지 한그릇
한데모아 정실점_20210125,한데모아 정실점,제주 제주시 오라이동 704-4번지 1층 101호
한라갈치 중문점_20221031,한라갈치 중문점,제주 서귀포시 색달동 2315-1번지 1층
한라네김밥_20110110,한라네김밥,제주 서귀포시 서귀동 301-3번지
한라대점교촌치킨_20220722,한라대점교촌치킨,제주 제주시 노형동 716번지 제1동 지1층
한라명동_20141231,한라명동,제주 제주시 오라일동 1286-7번지
한라산_20170704,한라산,제주 제주시 구좌읍 하도리 3200-9번지 구좌읍
한라산과자점_20210316,한라산과자점,제주 서귀포시 강정동 426-2번지 1층
한라산쑥찐빵_20110804,한라산쑥찐빵,제주 제주시 이도이동 1950-1번지
한라산아래첫마을표선민속촌점_20220718,한라산아래첫마을표선민속촌점,제주 서귀포시 표선면 표선리 40-1번지 부10호
한라산조랑말_20021029,한라산조랑말,제주 제주시 이도이동 314-16번지
한라식당_20150409,한라식당,제주 서귀포시 성산읍 성산리 174-3번지
한라축산정육식당제주흑돼지한우한림협재애월점_20161118,한라축산정육식당제주흑돼지한우한림협재애월점,제주 제주시 한림읍 동명리 1616번지 B동 1층
한라통닭_20160715,한라통닭,제주 서귀포시 서귀동 275-37번지
한림옹포왕코다리전문점_20210119,한림옹포왕코다리전문점,제주 제주시 한림읍 옹포리 340-1번지 103호
한림웅담 제주협재점_20131002,한림웅담 제주협재점,제주 제주시 한림읍 한림리 524-1번지 1층
한림칼국수_20140108,한림칼국수,제주 제주시 한림읍 한림리 1328-15번지
한림칼국수제주공항점_20180104,한림칼국수제주공항점,제주 제주시 노형동 3153-1번지 1층
한림칼국수제주동문시장점_20151112,한림칼국수제주동문시장점,제주 제주시 일도이동 550-65번지 1층
한림통큰장어_20170921,한림통큰장어,제주 제주시 한림읍 옹포리 362-1번지 1층
한림피그농원_20190215,한림피그농원,제주 제주시 한림읍 한림리 455번지 1층
한마음정육식당이도점_20130530,한마음정육식당이도점,제주 제주시 이도이동 1986-18번지
한솥도시락 제주법원점_20190520,한솥도시락 제주법원점,제주 제주시 이도이동 1080-4번지 1층
한솥도시락 제주화북점_20151201,한솥도시락 제주화북점,제주 제주시 화북일동 1230번지
한신포차제주연동점_20170925,한신포차제주연동점,제주 제주시 연동 273-37번지
한아름식당_20120112,한아름식당,제주 서귀포시 표선면 세화리 1177-1번지 한아름식당
한양관양꼬치_20180829,한양관양꼬치,제주 제주시 이도이동 397-7번지 1층
한양동슈퍼.한양동식당_20171117,한양동슈퍼.한양동식당,제주 제주시 한경면 조수리 115-4번지
한옥집_20210105,한옥집,제주 서귀포시 서홍동 1194-15번지
한옥집돈삼겹_20190129,한옥집돈삼겹,제주 서귀포시 강정동 207-15번지 1층
한일내장탕연북로점_20210209,한일내장탕연북로점,제주 제주시 이도이동 1985-2번지 1층
한잔하게_20150413,한잔하게,제주 서귀포시 서호동 1470-5번지
한질_20070917,한질,제주 제주시 노형동 1044-2번지
한짓골갈비_20201008,한짓골갈비,제주 제주시 이도이동 1991-7번지 1층
한촌설렁탕 삼화점_20170223,한촌설렁탕 삼화점,제주 제주시 삼양삼동 2678-1번지
한촌설렁탕노형점_20220902,한촌설렁탕노형점,제주 제주시 노형동 935번지
한촌설렁탕제주종합운동장점_20220905,한촌설렁탕제주종합운동장점,제주 제주시 오라일동 1269번지 1층
한화호텔앤드리조트(주)제주지점_20031110,한화호텔앤드리조트(주)제주지점,제주 제주시 회천동 3-16번지
한화호텔앤드리조트(주)제주지점_20060228,한화호텔앤드리조트(주)제주지점,제주 제주시 회천동 3-16번지
할라라운지_20210318,할라라운지,제주 제주시 이도이동 1186-2번지
할리스 제주도두해안디티점_20221108,할리스 제주도두해안디티점,제주 제주시 도두일동 1686번지 2층
할리스 제주연북로점_20211207,할리스 제주연북로점,제주 제주시 오라이동 1550-11번지 2층
할매추어탕_20030520,할매추어탕,제주 제주시 이도이동 1029-1번지
함구삭당_20150414,함구삭당,제주 서귀포시 대정읍 하모리 770-7번지
함덕다퍼주는횟집_20200528,함덕다퍼주는횟집,제주 제주시 조천읍 함덕리 4149-4번지 1층
함덕닭해장국_20200810,함덕닭해장국,제주 제주시 조천읍 함덕리 1729-5번지 1호
함덕대박횟집 함덕등대_20160704,함덕대박횟집 함덕등대,제주 제주시 조천읍 함덕리 3113-3번지 1층
